EventOnScroll,MSecForDownArrow,TimeOnVScroll,relevant,NumOfPageUp,TimeOnMouse,NumOfPageDown,ClickOnWindow,log_id,serverTimeVisit,MSecForPageUp,MSecForUpArrow,NumOfUpArrow,classes,MSecForPageDown,RSS_ID,readability,TimeOnHScroll,novelty,user_like,DOC_ID,TimeOnPage,TimeVisit,user_id,NumOfDownArrow,authority
0,0,0,1,1,70,1,0,4952,2004-04-29 22:55,81,0,0,|weird,70,606,0,0,1,4,217296,3785,2004-04-29 22:55,60,0,0
0,0,0,1,2,70,3,0,4953,2004-04-29 22:56,170,0,0,|weird,310,606,0,0,1,1,217303,3575,2004-04-29 22:56,60,0,0
0,0,0,1,0,0,0,0,4961,2004-04-29 23:05,0,0,0,|weird,0,606,0,0,1,1,217301,741,2004-04-29 23:05,60,0,0
0,0,0,2,0,60,0,0,4965,2004-04-29 23:08,0,0,0,|science,0,606,0,0,2,2,217298,1833,2004-04-29 23:08,60,0,1
0,0,0,1,0,140,0,0,4983,2004-04-29 23:20,0,0,0,|weird,0,606,0,0,1,1,217300,2363,2004-04-29 23:20,60,0,0
0,0,0,1,0,230,0,0,4984,2004-04-29 23:21,0,0,0,|weird,0,606,0,0,1,1,217299,1922,2004-04-29 23:21,60,0,0
0,0,0,1,1,61,2,0,4997,2004-04-29 23:27,120,0,0,|weird,201,606,0,0,1,1,217297,2594,2004-04-29 23:27,60,0,0
0,0,0,1,0,10,0,0,5047,2004-04-29 23:47,0,0,0,|weird,0,943,0,0,1,1,288540,3876,2004-04-29 23:47,60,0,0
0,0,0,1,1,30,2,0,5050,2004-04-29 23:48,80,0,0,|weird,240,943,0,0,1,1,288554,2643,2004-04-29 23:48,60,0,0
0,0,0,1,0,120,0,0,5052,2004-04-29 23:48,0,0,0,|weird,0,943,0,0,1,1,288552,7942,2004-04-29 23:48,60,0,0
0,0,0,1,0,571,0,0,5058,2004-04-29 23:51,0,0,0,,0,943,0,0,1,1,288550,138008,2004-04-29 23:51,60,0,0
0,0,0,1,0,280,0,0,5059,2004-04-29 23:51,0,0,0,|technology,0,943,0,0,1,1,288549,1882,2004-04-29 23:51,60,0,0
0,0,0,1,0,61,0,0,5061,2004-04-29 23:51,0,0,0,|technology,0,943,0,0,1,1,288555,1493,2004-04-29 23:51,60,0,0
0,0,0,1,0,20,0,0,5063,2004-04-29 23:52,0,0,0,|weird,0,943,0,0,1,1,288545,1422,2004-04-29 23:52,60,0,0
0,0,0,5,0,0,0,0,5064,2004-04-29 23:52,0,0,0,|weird,0,943,0,0,5,2,288547,3215,2004-04-29 23:52,60,0,0
0,0,0,1,0,0,0,0,5066,2004-04-29 23:53,0,0,0,|US,0,943,0,0,1,1,288541,1943,2004-04-29 23:53,60,0,0
0,0,0,2,0,0,0,0,5067,2004-04-29 23:53,0,0,0,|technology,0,943,0,0,2,2,288543,511,2004-04-29 23:53,60,0,0
1,0,0,4,1,530,5,0,5546,2004-05-01 17:08,661,0,0,|technology,622,8209,1,0,4,4,294639,21341,2004-05-01 17:08,60,0,1
0,0,0,5,1,30,4,0,5547,2004-05-01 17:12,110,0,0,|technology,912,8209,1,0,5,4,294640,31034,2004-05-01 17:12,60,0,0
0,3085,0,4,1,230,1,0,5548,2004-05-01 17:13,310,2784,8,|technology,120,8209,1,0,4,4,294641,104480,2004-05-01 17:13,60,14,1
0,0,0,4,5,291,4,0,5549,2004-05-01 17:18,1732,0,0,|technology,1072,8209,1,0,4,4,294642,12881,2004-05-01 17:18,60,0,1
0,0,0,5,4,60,1,0,5550,2004-05-01 17:19,370,0,0,|technology,271,8209,1,0,4,4,294643,3775,2004-05-01 17:19,60,0,1
0,1913,0,4,1,201,1,0,5551,2004-05-01 17:22,801,90,1,|technology,130,8209,1,0,4,4,294644,188270,2004-05-01 17:22,60,12,0
0,561,0,4,3,160,3,0,5552,2004-05-01 17:23,280,0,0,|technology,621,8209,1,0,4,4,294645,24497,2004-05-01 17:23,60,1,1
0,350,0,5,6,170,5,0,5553,2004-05-01 17:27,811,0,0,|technology,1061,8209,1,0,4,4,294646,17304,2004-05-01 17:27,60,3,0
0,0,0,5,2,450,2,0,5554,2004-05-01 17:29,1062,0,0,|technology,1063,8209,1,0,4,4,294647,18797,2004-05-01 17:29,60,0,0
0,0,0,4,4,451,4,0,5555,2004-05-01 17:29,410,0,0,|technology,441,8209,1,0,4,4,294648,7852,2004-05-01 17:29,60,0,0
0,0,0,5,1,230,1,0,5556,2004-05-01 17:30,671,0,0,|sports,731,8208,1,0,4,4,294631,4846,2004-05-01 17:30,60,0,1
0,0,0,4,4,202,5,0,5557,2004-05-01 17:30,1201,0,0,|sports,1092,8208,1,0,4,4,294630,8032,2004-05-01 17:30,60,0,0
0,0,0,4,3,260,4,0,5558,2004-05-01 17:30,661,0,0,|sports,470,8208,1,0,4,4,294627,5998,2004-05-01 17:30,60,0,1
0,0,0,4,0,150,0,0,5563,2004-05-01 17:51,0,0,0,|sports,0,8208,1,0,3,4,294629,2513,2004-05-01 17:51,60,0,1
0,0,0,5,2,110,4,0,5564,2004-05-01 17:52,161,0,0,|entertainment,301,8195,1,0,4,4,294835,2904,2004-05-01 17:52,60,0,1
0,0,0,4,3,30,1,0,5565,2004-05-01 17:52,291,0,0,|arts,701,8195,1,0,3,4,294842,5208,2004-05-01 17:52,60,0,1
0,0,0,5,3,260,4,1,5566,2004-05-01 17:52,220,0,0,|arts,281,8195,1,0,3,4,294843,4326,2004-05-01 17:52,60,0,0
0,0,0,5,3,60,4,0,5568,2004-05-01 17:53,221,0,0,|arts,340,8195,1,0,3,4,294841,3655,2004-05-01 17:53,60,0,1
0,0,0,4,6,60,2,0,5569,2004-05-01 17:53,480,0,0,|arts,1422,8195,1,0,3,4,294844,6318,2004-05-01 17:53,60,0,1
0,0,0,5,4,50,4,0,5570,2004-05-01 17:53,390,0,0,|arts,440,8195,1,0,3,4,294838,4657,2004-05-01 17:53,60,0,1
0,0,0,5,2,60,4,0,5571,2004-05-01 17:53,160,0,0,|arts,250,8195,1,0,3,4,294839,2774,2004-05-01 17:53,60,0,0
0,0,0,3,2,150,2,0,5572,2004-05-01 17:54,220,0,0,|arts,290,8195,1,0,3,3,294837,8742,2004-05-01 17:54,60,0,0
0,0,0,4,0,100,0,0,5579,2004-05-01 18:03,0,0,0,|arts,0,8195,1,0,4,4,294840,5287,2004-05-01 18:03,60,0,0
0,0,0,4,4,30,5,0,5580,2004-05-01 18:03,1102,0,0,|arts,1102,8195,1,0,4,4,294836,5478,2004-05-01 18:03,60,0,0
0,0,0,4,1,190,2,0,5581,2004-05-01 18:03,571,0,0,|books,851,8196,1,0,3,4,294812,4065,2004-05-01 18:03,60,0,0
3,0,0,3,0,765,0,3,1557,2004-04-21 19:57,0,0,0,|familar,0,9,1,0,2,3,271920,321093,2004-04-20 09:39,62,0,1
3,0,0,5,0,547,0,4,1548,2004-04-21 19:56,0,0,0,|international,0,3,1,0,3,4,275492,330047,2004-04-20 10:28,62,0,1
5,0,0,4,0,985,0,0,1519,2004-04-21 19:55,0,0,0,|international,0,2,1,0,3,3,275209,574313,2004-04-20 10:32,62,0,1
1,172,0,1,0,1062,0,0,1512,2004-04-21 19:55,0,250,3,|food,0,205,1,0,1,1,269767,159141,2004-04-20 09:38,62,2,-1
6,0,0,3,0,328,0,2,1505,2004-04-21 19:54,0,0,0,|food,0,8154,1,0,1,2,273499,689140,2004-04-20 09:29,62,0,1
3,0,0,-1,0,1062,0,0,1473,2004-04-21 19:53,0,0,0,|,0,2960,-1,0,-1,-1,258557,37234,2004-04-20 10:13,62,0,-1
3,0,0,4,0,718,0,0,1426,2004-04-21 19:50,0,0,0,|international,0,9,1,0,4,4,275730,325626,2004-04-20 10:23,62,0,1
0,0,0,-1,0,922,0,3,1397,2004-04-21 19:49,0,0,0,|,0,1804,-1,0,-1,-1,259916,21453,2004-04-20 10:01,62,0,-1
0,0,0,1,0,813,0,0,1388,2004-04-21 19:49,0,0,0,|unusual,0,10,1,0,4,2,273385,207532,2004-04-19 05:13,62,0,-1
2,0,0,4,0,782,0,0,1333,2004-04-21 19:46,0,0,0,|international,0,14,1,0,3,4,275755,232998,2004-04-20 10:26,62,0,1
8,0,0,4,0,999,0,0,1293,2004-04-21 19:44,0,0,0,|domestic,0,6,1,0,3,4,275705,527296,2004-04-20 10:14,62,0,1
2,0,0,2,0,843,0,1,1267,2004-04-21 19:43,0,0,0,|food,0,8,1,0,4,3,256802,539312,2004-04-20 09:54,62,0,1
1,0,0,4,0,874,0,4,1793,2004-04-21 23:22,0,0,0,|health|food,0,1987,1,0,3,4,261882,374032,2004-04-20 09:44,62,0,1
3,0,0,4,0,1408,0,0,1822,2004-04-21 23:26,0,0,0,|health|food,0,14,1,0,4,4,275763,412062,2004-04-20 10:19,62,0,1
1,0,0,2,0,15,0,2,1831,2004-04-21 23:28,0,0,0,|health|food,0,1890,1,0,2,2,260687,154157,2004-04-20 10:11,62,0,1
2,0,0,2,0,735,0,0,1839,2004-04-21 23:29,0,0,0,|health|food,0,11,1,0,1,2,256869,197954,2004-04-20 09:52,62,0,1
2,0,0,2,0,610,0,2,1860,2004-04-21 23:34,0,0,0,|health|food,0,1887,1,0,2,2,260630,157234,2004-04-20 09:59,62,0,1
0,2749,0,4,0,3310,0,3,2282,2004-04-23 04:30,0,156,1,|politics|international,0,2,1,0,4,4,276528,265454,2004-04-23 04:30,62,22,1
0,3718,0,4,0,1639,0,0,2283,2004-04-23 04:37,0,125,1,|international,0,2,1,0,3,4,276529,414141,2004-04-23 04:37,62,32,1
5,484,0,5,0,1202,0,0,2284,2004-04-23 04:47,0,0,0,|domestic|politics,0,2,1,0,5,5,276543,579906,2004-04-23 04:47,62,5,1
9,0,0,5,0,391,0,1,2285,2004-04-23 04:59,0,0,0,|domestic|politics|international,0,2,1,0,5,5,276544,683155,2004-04-23 04:59,62,0,1
2,0,0,4,0,1405,0,6,2286,2004-04-23 05:02,0,0,0,|politics|international,0,2,-1,0,3,4,276538,94344,2004-04-23 05:02,62,0,-1
2,0,0,4,0,469,0,0,2287,2004-04-23 05:06,0,0,0,|domestic|politics,0,2,-1,0,5,5,276531,247406,2004-04-23 05:06,62,0,-1
1,1110,0,4,0,813,0,4,2288,2004-04-23 05:10,0,0,0,|domestic|politics,0,2,1,0,3,4,276532,177939,2004-04-23 05:10,62,10,1
2,0,0,4,0,734,0,0,2289,2004-04-23 05:13,0,0,0,|science|domestic,0,11,1,0,4,4,276656,111765,2004-04-23 05:13,62,0,1
1,0,0,4,0,781,0,0,2290,2004-04-23 05:14,0,0,0,|science,0,11,1,0,5,4,276658,54109,2004-04-23 05:14,62,0,1
2,0,0,3,0,593,0,1,2291,2004-04-23 05:16,0,0,0,|science|international,0,11,1,0,4,3,276660,90796,2004-04-23 05:16,62,0,1
1,0,0,4,0,173,0,0,2292,2004-04-23 05:18,0,0,0,|science|international,0,11,1,0,4,4,276645,111532,2004-04-23 05:18,62,0,1
2,0,0,5,0,1265,0,0,2293,2004-04-23 05:22,0,0,0,|politics|international,0,11,1,0,5,4,276648,160016,2004-04-23 05:22,62,0,1
1,0,0,5,0,686,0,0,3085,2004-04-25 05:24,0,0,0,|military|politics|domestic|international,0,3,1,0,4,4,280637,115625,2004-04-25 05:24,62,0,1
2,0,0,4,0,406,0,0,3086,2004-04-25 05:26,0,0,0,|politics|international,0,3,1,0,4,4,280635,105766,2004-04-25 05:26,62,0,1
1,0,0,4,0,390,0,1,3088,2004-04-25 05:29,0,0,0,|politics|domestic|international,0,3,-1,0,4,4,280633,121782,2004-04-25 05:29,62,0,-1
3,0,0,4,0,937,0,0,3089,2004-04-25 05:32,0,0,0,|politics|international,0,3,1,0,4,4,280632,137281,2004-04-25 05:32,62,0,1
6,0,0,3,0,750,0,0,3092,2004-04-25 05:44,0,0,0,|politics|domestic|international,0,3,1,0,3,3,280533,147812,2004-04-25 05:44,62,0,1
5,0,0,4,0,499,0,0,3093,2004-04-25 05:46,0,0,0,|military|politics|international,0,3,1,0,3,3,280535,97235,2004-04-25 05:46,62,0,1
2,0,0,3,0,532,0,0,3094,2004-04-25 05:49,0,0,0,|health|international,0,9,1,0,4,3,280459,96297,2004-04-25 05:49,62,0,1
2,0,0,4,0,703,0,0,3095,2004-04-25 05:51,0,0,0,|health|politics|international,0,9,1,0,5,4,280460,112703,2004-04-25 05:51,62,0,1
3,0,0,4,0,344,0,0,3096,2004-04-25 05:53,0,0,0,|health|international,0,9,1,0,3,4,279655,112406,2004-04-25 05:53,62,0,1
1,0,0,2,0,656,0,0,3097,2004-04-25 05:55,0,0,0,|health,0,9,1,0,3,2,279367,64656,2004-04-25 05:55,62,0,0
2,0,0,4,0,828,0,0,3098,2004-04-25 05:57,0,0,0,|health|politics|domestic,0,9,1,0,5,4,279365,113813,2004-04-25 05:57,62,0,1
2,0,0,4,0,593,0,0,3099,2004-04-25 06:02,0,0,0,|health,0,9,1,0,5,4,279370,62360,2004-04-25 06:02,62,0,1
5,0,0,4,0,893,0,0,3100,2004-04-25 06:07,0,0,0,|science|health|international,0,11,1,0,5,4,280464,243188,2004-04-25 06:07,62,0,1
5,0,0,3,0,0,0,0,3101,2004-04-25 06:10,0,0,0,|media|domestic,0,11,1,0,4,3,279659,109563,2004-04-25 06:10,62,0,1
1,0,0,3,0,329,0,0,3102,2004-04-25 06:12,0,0,0,|science|domestic,0,11,1,0,4,3,279579,61735,2004-04-25 06:12,62,0,1
2,0,0,4,0,1060,0,4,3103,2004-04-25 06:15,0,0,0,|history|science|international,0,11,1,0,4,4,279393,159594,2004-04-25 06:15,62,0,1
3,0,0,4,0,500,0,0,3104,2004-04-25 06:17,0,0,0,|history|science|international,0,11,1,0,5,4,279390,64438,2004-04-25 06:17,62,0,1
2,0,0,5,0,876,0,1,3105,2004-04-25 06:21,0,0,0,|politics|domestic|international,0,14,1,0,4,4,280684,184797,2004-04-25 06:21,62,0,1
2,0,0,4,0,249,0,0,3106,2004-04-25 06:24,0,0,0,|history,0,14,1,0,5,4,280677,144922,2004-04-25 06:24,62,0,1
1,0,0,4,0,609,0,0,3107,2004-04-25 06:28,0,0,0,|meta-media|politics|international,0,14,1,0,5,5,280683,155297,2004-04-25 06:28,62,0,1
3,0,0,2,0,641,0,0,3406,2004-04-26 02:09,0,0,0,|media|domestic,0,2,-1,0,3,2,281376,122750,2004-04-26 02:09,62,0,-1
8,0,0,2,0,828,0,0,3411,2004-04-26 02:14,0,0,0,|domestic,0,2,-1,0,4,3,281377,245265,2004-04-26 02:14,62,0,-1
5,0,0,4,0,344,0,1,3414,2004-04-26 02:16,0,0,0,|politics|international|domestic,0,2,1,0,3,3,281378,101406,2004-04-26 02:16,62,0,1
8,0,0,5,0,703,0,0,3417,2004-04-26 02:20,0,0,0,|meta-media|politics|international|media,0,2,1,0,5,5,281379,212468,2004-04-26 02:20,62,0,1
6,0,0,4,0,608,0,2,3421,2004-04-26 02:27,0,0,0,|meta-media|politics|media|domestic,0,2,1,0,4,4,281383,175670,2004-04-26 02:27,62,0,1
4,0,0,4,0,688,0,4,3423,2004-04-26 02:35,0,0,0,|meta-media|politics|international|media|domestic,0,2,1,0,4,4,281380,237782,2004-04-26 02:35,62,0,1
3,0,0,4,0,874,0,0,3425,2004-04-26 02:37,0,0,0,|politics|international|media,0,2,1,0,3,4,281385,99234,2004-04-26 02:37,62,0,1
4,0,0,5,0,407,0,0,3427,2004-04-26 02:39,0,0,0,|meta-media|politics|international|media|domestic,0,3,1,0,5,5,281388,124531,2004-04-26 02:39,62,0,1
3,0,0,4,0,828,0,0,3429,2004-04-26 02:42,0,0,0,|politics|international,0,3,1,0,4,4,281391,131470,2004-04-26 02:42,62,0,1
3,0,0,5,0,360,0,0,3431,2004-04-26 02:45,0,0,0,|meta-media|politics|international|media|domestic,0,3,1,0,4,5,281390,160796,2004-04-26 02:45,62,0,1
6,0,0,4,0,673,0,1,3434,2004-04-26 02:48,0,0,0,|politics|international|media,0,3,1,0,4,4,281386,164062,2004-04-26 02:48,62,0,1
4,0,0,4,0,282,0,0,3438,2004-04-26 02:53,0,0,0,|politics|international|media,0,3,1,0,4,4,281387,231985,2004-04-26 02:53,62,0,1
4,0,0,3,0,3286,0,2,3441,2004-04-26 02:57,0,0,0,|politics|international|media,0,3,1,0,4,3,281393,205782,2004-04-26 02:57,62,0,1
1,0,0,4,0,861,0,0,3444,2004-04-26 02:59,0,0,0,|meta-media|politics|international|media,0,3,1,0,4,4,281389,118235,2004-04-26 02:59,62,0,1
4,0,0,3,0,922,0,0,3448,2004-04-26 03:02,0,0,0,|health|international,0,3,1,0,4,4,281241,106469,2004-04-26 03:02,62,0,1
0,0,0,2,0,187,0,0,3450,2004-04-26 03:04,0,0,0,|personal|achievement|international,0,10,1,0,5,4,281424,35109,2004-04-26 03:04,62,0,1
1,0,0,5,0,358,0,0,3453,2004-04-26 03:06,0,0,0,|health|meta-media|politics|international|media,0,9,1,0,4,4,281272,100610,2004-04-26 03:06,62,0,1
2,0,0,4,0,2651,0,0,4299,2004-04-28 04:23,0,0,0,|china|economics|politics,0,2119,1,0,4,4,284413,280031,2004-04-28 04:23,62,0,1
0,0,0,2,0,1937,0,0,4300,2004-04-28 04:24,0,0,0,|china|economics,0,16,0,0,1,1,282800,27406,2004-04-28 04:24,62,0,1
2,0,0,4,0,641,0,0,4301,2004-04-28 04:28,0,0,0,|health|china|international,0,16,1,0,3,4,281639,213468,2004-04-28 04:28,62,0,1
0,0,0,2,0,8671,0,7,4302,2004-04-28 04:29,0,0,0,|north korea|china,0,16,0,0,1,2,280753,41250,2004-04-28 04:29,62,0,1
0,0,0,3,0,2250,0,0,4303,2004-04-28 04:31,0,0,0,|china|economics,0,16,1,0,4,3,280752,105032,2004-04-28 04:31,62,0,1
3,0,0,4,0,124,0,7,4304,2004-04-28 04:37,0,0,0,|china|economics|international,0,16,0,0,4,3,280757,223639,2004-04-28 04:37,62,0,1
3,0,0,3,0,860,0,0,4305,2004-04-28 04:40,0,0,0,|meta-media|politics|japan|china,0,16,1,0,4,4,276884,84828,2004-04-28 04:40,62,0,1
2,0,0,4,0,2170,0,0,4306,2004-04-28 04:45,0,0,0,|international|economics|china,0,16,0,0,4,4,275980,236734,2004-04-28 04:45,62,0,1
0,0,0,3,0,1424,0,0,4307,2004-04-28 04:47,0,0,0,|science|china,0,16,1,0,4,3,273280,93764,2004-04-28 04:47,62,0,1
0,0,0,3,0,3234,0,2,4308,2004-04-28 04:48,0,0,0,|accident|health|china,0,16,1,0,3,3,271443,30328,2004-04-28 04:48,62,0,1
0,0,0,3,0,422,0,0,4309,2004-04-28 04:52,0,0,0,|accident|health|china,0,16,1,0,4,4,271437,194766,2004-04-28 04:52,62,0,1
0,0,0,3,0,3990,0,0,4310,2004-04-28 04:54,0,0,0,|economics|china,0,16,0,0,2,2,274415,75342,2004-04-28 04:54,62,0,1
0,0,0,2,0,2373,0,0,4311,2004-04-28 04:55,0,0,0,|human interest|accident|international,0,15,1,0,5,4,272982,56422,2004-04-28 04:55,62,0,1
4,0,0,5,0,2298,0,1,4312,2004-04-28 05:01,0,0,0,|domestic|health|international|economics|meta-media|politics,0,2113,1,0,5,5,183549,266922,2004-04-28 05:01,62,0,1
0,0,0,4,0,3443,0,0,4313,2004-04-28 05:04,0,0,0,|media|domestic|science|meta-media,0,1787,1,0,4,4,285767,67765,2004-04-28 05:04,62,0,1
1,0,0,4,0,12100,0,5,4314,2004-04-28 05:17,0,0,0,|media|domestic|science,0,2068,1,0,5,5,283672,586640,2004-04-28 05:17,62,0,1
0,0,0,4,0,4452,0,1,4315,2004-04-28 05:20,0,0,0,|developing world|international|economics,0,8155,1,0,4,4,274397,134421,2004-04-28 05:20,62,0,1
0,0,0,5,0,1887,0,0,4316,2004-04-28 05:25,0,0,0,|developing world|health|international|economics|politics,0,8155,1,0,4,4,281374,163032,2004-04-28 05:25,62,0,1
6,0,0,5,0,1686,0,1,4317,2004-04-28 05:30,0,0,0,|education|domestic|human interest,0,2,1,0,5,5,281172,296624,2004-04-28 05:30,62,0,1
2,0,0,4,0,2278,0,1,4318,2004-04-28 05:35,0,0,0,|south africa|developing world|media|politics,0,3,1,0,4,4,279643,240187,2004-04-28 05:35,62,0,1
0,0,0,5,0,3842,0,0,4319,2004-04-28 05:39,0,0,0,|media|domestic|meta-media|politics,0,3987,1,0,5,5,287017,146656,2004-04-28 05:39,62,0,1
0,0,0,5,0,6508,0,1,4320,2004-04-28 05:47,0,0,0,|developing world|international|economics|politics,0,4,1,0,4,4,273032,385562,2004-04-28 05:47,62,0,1
0,0,0,5,0,224017,0,9,4321,2004-04-28 06:05,0,0,0,|developing world|media|international|meta-media|politics,0,2783,1,0,5,5,283754,820048,2004-04-28 06:05,62,0,1
0,0,0,5,0,7299,0,1,4322,2004-04-28 06:08,0,0,0,|developing world|international|meta-media|politics|china,0,2783,1,0,5,4,283752,96750,2004-04-28 06:08,62,0,1
3,0,0,4,0,5029,0,2,4323,2004-04-28 06:14,0,0,0,|media|domestic|human interest|economics|politics,0,2733,1,0,5,4,199584,336421,2004-04-28 06:14,62,0,1
0,0,0,3,0,2064,0,1,4353,2004-04-28 11:08,0,0,0,|international|education,0,8154,1,0,3,3,275649,84375,2004-04-28 11:08,62,0,1
1,0,0,4,0,1030,0,0,4359,2004-04-28 11:15,0,0,0,|experiential|science|international,0,11,1,0,5,4,282596,275499,2004-04-28 11:15,62,0,1
0,0,0,4,0,3033,0,0,4362,2004-04-28 11:20,0,0,0,|history|domestic|science|international,0,11,1,0,5,5,273992,222202,2004-04-28 11:20,62,0,1
0,0,0,5,0,1031,0,2,4367,2004-04-28 11:31,0,0,0,|politics|space|history|domestic|science|international,0,3637,1,0,5,5,260711,473266,2004-04-28 11:31,62,0,1
0,0,0,4,0,2356,0,1,4370,2004-04-28 11:36,0,0,0,|meta-media|economics|domestic|experiential|international,0,11,1,0,5,4,273988,223391,2004-04-28 11:36,62,0,1
0,0,0,4,0,1315,0,0,4372,2004-04-28 11:40,0,0,0,|food|economics|domestic,0,4,1,0,4,4,280539,162672,2004-04-28 11:40,62,0,1
1,0,0,5,0,485,0,0,4375,2004-04-28 11:49,0,0,0,|violence|africa|politics|experiential,0,3,1,0,4,4,288195,310030,2004-04-28 11:49,62,0,1
0,0,0,5,0,2326,0,2,4380,2004-04-28 12:01,0,0,0,|food|experiential,0,4374,1,0,5,5,261072,75140,2004-04-28 12:01,62,0,1
0,0,0,3,0,1111,0,0,4381,2004-04-28 12:03,0,0,0,|crime|japan|human-ness,0,10,1,0,5,3,282210,41172,2004-04-28 12:03,62,0,1
1,0,0,3,0,874,0,2,5197,2004-04-30 06:40,0,0,0,|achievement|human interest,0,14,1,0,5,5,291920,3281,2004-04-30 06:40,62,0,1
0,0,0,4,0,2688,6,0,5198,2004-04-30 06:44,0,0,0,|politics|international|history,610,3187,1,0,5,4,285590,191500,2004-04-30 06:44,62,0,1
3,0,0,5,0,2486,0,1,5199,2004-04-30 06:49,0,0,0,|minority group|business|politics|domestic|international,0,352,1,0,5,4,289881,190250,2004-04-30 06:49,62,0,1
0,0,0,3,0,4890,0,1,5200,2004-04-30 06:54,0,0,0,|*link to article*|business|science|achievement|economics,0,1620,1,0,5,4,122530,32844,2004-04-30 06:54,62,0,1
0,0,0,4,0,1733,0,2,5201,2004-04-30 06:58,0,0,0,|*link to article*|business|science|achievement|economics|human interest,0,2000,1,0,5,5,109554,89437,2004-04-30 06:58,62,0,1
0,0,0,4,0,2747,0,0,5202,2004-04-30 07:05,0,0,0,|chaos (the principle)|agriculture|africa|achievement,0,8155,1,0,5,4,291995,37953,2004-04-30 07:05,62,0,1
6,0,0,5,0,31,0,0,5203,2004-04-30 07:14,0,0,0,|chaos (the principle)|agriculture|business|domestic|science|achievement|food|economics,0,1265,1,0,5,5,290418,178812,2004-04-30 07:14,62,0,1
1,0,0,4,0,1203,0,0,5204,2004-04-30 07:16,0,0,0,|personal|media|human interest|experiential,0,13,1,0,5,4,287823,61265,2004-04-30 07:16,62,0,1
1,0,0,5,0,985,0,0,5205,2004-04-30 07:20,0,0,0,|science|international|food|health,0,8217,1,0,5,5,291504,113563,2004-04-30 07:20,62,0,1
1,0,0,4,0,1514,0,0,5206,2004-04-30 07:28,0,0,0,|chaos (the principle)|education|humanity (awareness)|science|international|media|history|human interest,0,11,1,0,5,4,272015,108282,2004-04-30 07:28,62,0,1
1,0,0,3,0,516,0,0,5207,2004-04-30 07:29,0,0,0,|accident|human interest|experiential,0,2324,1,0,5,3,135103,35859,2004-04-30 07:29,62,0,1
0,0,0,4,0,1265,0,1,5208,2004-04-30 07:33,0,0,0,|science|achievement,0,4345,1,0,5,4,220839,75250,2004-04-30 07:33,62,0,1
0,0,0,4,0,1719,0,2,5209,2004-04-30 07:36,0,0,0,|*link to article*|education|science|achievement,0,1323,1,0,-1,5,218316,50985,2004-04-30 07:36,62,0,1
1,0,0,4,0,640,0,1,5210,2004-04-30 07:39,0,0,0,|science|economics,0,4317,1,0,4,4,216748,70156,2004-04-30 07:39,62,0,1
0,0,0,4,0,391,0,0,5211,2004-04-30 07:41,0,0,0,|personal|science|meta-media (awareness)|food|health|experiential,0,10,1,0,5,4,253735,24922,2004-04-30 07:41,62,0,0
0,0,0,4,0,297,0,0,9574,2004-05-10 15:49,0,0,0,|business|politics|china|international|economics,0,16,1,0,3,4,309734,735,2004-05-10 15:49,62,0,1
0,2985,0,4,0,281,0,0,9576,2004-05-10 15:55,0,0,0,|australia|business|japan|china|economics,0,16,1,0,4,4,309740,320781,2004-05-10 15:55,62,25,1
1,0,0,5,0,640,0,1,9578,2004-05-10 16:11,0,0,0,|agriculture|business|china|meta-media (awareness)|international|health|economics|history,0,16,1,0,5,5,309739,89626,2004-05-10 16:11,62,0,1
1,0,0,4,0,578,0,1,9579,2004-05-10 16:16,0,0,0,|*link to article*|business|politics|china|international|media|economics,0,16,1,0,4,4,308903,9469,2004-05-10 16:16,62,0,1
2,0,0,4,0,47,0,0,9580,2004-05-10 16:18,0,0,0,|business|china|international|economics,0,16,1,0,3,3,308093,97610,2004-05-10 16:18,62,0,1
2,0,0,4,0,343,0,0,9581,2004-05-10 16:21,0,0,0,|china|domestic|international|economics,0,16,1,0,5,4,307421,146500,2004-05-10 16:21,62,0,1
0,0,0,3,0,889,0,1,9582,2004-05-10 16:23,0,0,0,|domestic|accident|human interest|experiential,0,16,1,0,5,4,306575,82500,2004-05-10 16:23,62,0,1
2,0,0,4,0,250,0,0,9583,2004-05-10 16:29,0,0,0,|politics|china|media,0,16,1,0,4,4,303539,291000,2004-05-10 16:29,62,0,1
0,438,0,4,0,720,0,0,9584,2004-05-10 16:32,0,0,0,|law|space|china,0,16,1,0,5,4,303538,133016,2004-05-10 16:32,62,3,1
1,0,0,5,0,204,0,0,9585,2004-05-10 16:34,0,0,0,|internet|law|politics|china|meta-media (awareness)|accident|media,0,16,1,0,5,5,303530,62219,2004-05-10 16:34,62,0,1
2,0,0,4,0,484,0,0,14019,2004-05-10 16:39,0,0,0,|germany|business|politics|china|meta-media (awareness)|economics|history,0,16,1,0,4,4,301093,217891,2004-05-10 16:39,62,0,1
5,0,0,5,0,93,0,3,18646,2004-05-11 09:17,0,0,0,|resources|business|china|domestic|meta-media (awareness)|economics,0,16,1,0,5,5,310547,313532,2004-05-11 09:17,62,0,1
10,0,0,5,0,3895,0,12,18649,2004-05-11 09:28,0,0,0,|internet|law|*link to article*|politics|humanity (awareness)|china|meta-media (awareness)|media|history,0,8202,1,0,5,5,298099,303639,2004-05-11 09:28,62,0,1
3,0,0,4,0,125,0,1,18651,2004-05-11 09:31,0,0,0,|business|china|domestic|international,0,16,1,0,4,4,297799,109079,2004-05-11 09:31,62,0,1
